date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:24:41	2119/2119	---MCZ	200	added ('OK')	text/css	date:Sat,%2013%20Jul%202024%2013:29:34%20GMT	https://www.coralviu.com/cdn/shop/t/2/assets/component-visual-display.css?v=68781107096012990521702809059	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/t/2/assets/component-visual-display288c.css	(from https://www.coralviu.com/collections/all)
17:24:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:24:43%20GMT	http://www.coralviu.com/cdn/shop/t/2/assets/show-more.js?v=135784227224860024771702809060	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/t/2/assets/show-more6029.js	(from https://www.coralviu.com/collections/all)
17:24:41	1000/1000	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2017%20Jul%202024%2015:22:38%20GMT	https://www.coralviu.com/cdn/shop/t/2/assets/show-more.js?v=135784227224860024771702809060	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/t/2/assets/show-more6029.js	(from https://www.coralviu.com/collections/all)
17:24:42	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:24:44%20GMT	http://www.coralviu.com/cdn/shop/files/CORALVIU-6363WEB_1.webp?v=1707571345&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6363WEB_124da.webp	(from https://www.coralviu.com/collections/all)
17:24:42	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:24:44%20GMT	http://www.coralviu.com/cdn/shop/files/coralviu2022-161.webp?v=1707571345&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu2022-16124da.webp	(from https://www.coralviu.com/collections/all)
17:24:42	55958/55958	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:24:44%20GMT	https://www.coralviu.com/cdn/shop/files/CORALVIU-6363WEB_1.webp?v=1707571345&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6363WEB_124da.jpg	(from https://www.coralviu.com/collections/all)
17:24:43	36547/36547	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:24:45%20GMT	https://www.coralviu.com/cdn/shop/files/coralviu2022-161.webp?v=1707571345&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu2022-16124da.jpg	(from https://www.coralviu.com/collections/all)
17:24:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:24:46%20GMT	http://www.coralviu.com/cdn/shop/files/CORALVIU-6377WEB.webp?v=1707569917&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6377WEB83a5.webp	(from https://www.coralviu.com/collections/all)
17:24:44	251039/251039	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:856acc9ec8ed48d63f114e0ce76f4c07%22	https://www.coralviu.com/products/anillo-cayume-banado-en-oro	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/anillo-cayume-banado-en-oro.html	(from https://www.coralviu.com/collections/all)
17:24:45	43709/43709	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:24:47%20GMT	https://www.coralviu.com/cdn/shop/files/CORALVIU-6377WEB.webp?v=1707569917&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6377WEB83a5.jpg	(from https://www.coralviu.com/collections/all)
17:24:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:24:47%20GMT	http://www.coralviu.com/cdn/shop/files/coralviu2022-159.webp?v=1707569917&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu2022-15983a5.webp	(from https://www.coralviu.com/collections/all)
17:24:47	27859/27859	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:24:49%20GMT	https://www.coralviu.com/cdn/shop/files/coralviu2022-159.webp?v=1707569917&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu2022-15983a5.jpg	(from https://www.coralviu.com/collections/all)
17:24:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:24:50%20GMT	http://www.coralviu.com/cdn/shop/files/CORALVIU-6343WEB_11zon.webp?v=1707835392&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6343WEB_11zon623c.webp	(from https://www.coralviu.com/collections/all)
17:24:48	251362/251362	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:3170814e5dc125c6d3f11e37b3659cc0%22	https://www.coralviu.com/products/anillo-cayume-plata	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/anillo-cayume-plata.html	(from https://www.coralviu.com/collections/all)
17:24:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:24:51%20GMT	http://www.coralviu.com/cdn/shop/files/coralviu-84_11zon.webp?v=1707835392&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu-84_11zon623c.webp	(from https://www.coralviu.com/collections/all)
17:24:50	43956/43956	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:24:51%20GMT	https://www.coralviu.com/cdn/shop/files/CORALVIU-6343WEB_11zon.webp?v=1707835392&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6343WEB_11zon623c.jpg	(from https://www.coralviu.com/collections/all)
17:24:51	36254/36254	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:24:53%20GMT	https://www.coralviu.com/cdn/shop/files/coralviu-84_11zon.webp?v=1707835392&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu-84_11zon623c.jpg	(from https://www.coralviu.com/collections/all)
17:24:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:24:53%20GMT	http://www.coralviu.com/cdn/shop/files/CORALVIU-6393WEB_11zon.webp?v=1707835541&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6393WEB_11zon6936.webp	(from https://www.coralviu.com/collections/all)
17:24:52	257993/257993	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:56d0980742c81fbda3be7788ada64946%22	https://www.coralviu.com/products/anillo-pequeno-coralina-banado-en-oro	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/anillo-pequeno-coralina-banado-en-oro.html	(from https://www.coralviu.com/collections/all)
17:24:54	39241/39241	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:24:55%20GMT	https://www.coralviu.com/cdn/shop/files/CORALVIU-6393WEB_11zon.webp?v=1707835541&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6393WEB_11zon6936.jpg	(from https://www.coralviu.com/collections/all)
17:24:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:24:55%20GMT	http://www.coralviu.com/cdn/shop/files/coralviu2-7_11zon.webp?v=1707835598&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu2-7_11zone618.webp	(from https://www.coralviu.com/collections/all)
17:24:55	76600/76600	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:24:57%20GMT	https://www.coralviu.com/cdn/shop/files/coralviu2-7_11zon.webp?v=1707835598&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu2-7_11zone618.jpg	(from https://www.coralviu.com/collections/all)
17:24:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:24:58%20GMT	http://www.coralviu.com/cdn/shop/files/Prod15001_1.webp?v=1707742440&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Prod15001_125af.webp	(from https://www.coralviu.com/collections/all)
17:24:58	257451/257451	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b44a86522c584d0c7ebaac80419512a7%22	https://www.coralviu.com/products/anillo-pequeno-coralina-plata	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/anillo-pequeno-coralina-plata.html	(from https://www.coralviu.com/collections/all)
17:24:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:00%20GMT	http://www.coralviu.com/cdn/shop/files/Coralviu187.webp?v=1707742440&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu18725af.webp	(from https://www.coralviu.com/collections/all)
17:24:59	73279/73279	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:00%20GMT	https://www.coralviu.com/cdn/shop/files/Prod15001_1.webp?v=1707742440&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Prod15001_125af.jpg	(from https://www.coralviu.com/collections/all)
17:24:59	39613/39613	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:01%20GMT	https://www.coralviu.com/cdn/shop/files/Coralviu187.webp?v=1707742440&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu18725af.jpg	(from https://www.coralviu.com/collections/all)
17:25:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:02%20GMT	http://www.coralviu.com/cdn/shop/files/Prod7001.webp?v=1707742806&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Prod7001348e.webp	(from https://www.coralviu.com/collections/all)
17:25:01	263295/263295	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:7644551d237e2a72df9fa5b9dcfe4021%22	https://www.coralviu.com/products/anillo-esponja-banado-en-oro	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/anillo-esponja-banado-en-oro.html	(from https://www.coralviu.com/collections/all)
17:25:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:03%20GMT	http://www.coralviu.com/cdn/shop/files/Coralviu063.webp?v=1707742779&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu063c899.webp	(from https://www.coralviu.com/collections/all)
17:25:03	70048/70048	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:03%20GMT	https://www.coralviu.com/cdn/shop/files/Prod7001.webp?v=1707742806&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Prod7001348e.jpg	(from https://www.coralviu.com/collections/all)
17:25:03	41039/41039	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:05%20GMT	https://www.coralviu.com/cdn/shop/files/Coralviu063.webp?v=1707742779&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu063c899.jpg	(from https://www.coralviu.com/collections/all)
17:25:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:06%20GMT	http://www.coralviu.com/cdn/shop/files/Prod20001.jpg?v=1707483585&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Prod20001ec3b.jpg	(from https://www.coralviu.com/collections/all)
17:25:05	262603/262603	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:27f54bd406ff62181c231b2b3c0bba3c%22	https://www.coralviu.com/products/anillo-esponja-plata	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/anillo-esponja-plata.html	(from https://www.coralviu.com/collections/all)
17:25:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:08%20GMT	http://www.coralviu.com/cdn/shop/files/Coralviu182.jpg?v=1707483734&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu18292d6.jpg	(from https://www.coralviu.com/collections/all)
17:25:07	56472/56472	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:07%20GMT	https://www.coralviu.com/cdn/shop/files/Prod20001.jpg?v=1707483585&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Prod20001ec3b.jpg	(from https://www.coralviu.com/collections/all)
17:25:07	71081/71081	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:09%20GMT	https://www.coralviu.com/cdn/shop/files/Coralviu182.jpg?v=1707483734&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu18292d6.jpg	(from https://www.coralviu.com/collections/all)
17:25:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:10%20GMT	http://www.coralviu.com/cdn/shop/files/AnilloEunicellaPlata.jpg?v=1707485588&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/AnilloEunicellaPlata48c2.jpg	(from https://www.coralviu.com/collections/all)
17:25:09	257991/257991	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:6fa4ec725900f25111bd7ad9922f8d67%22	https://www.coralviu.com/products/anillo-eunicella-banado-en-oro-con-diamante-ecologico	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/anillo-eunicella-banado-en-oro-con-diamante-ecologico.html	(from https://www.coralviu.com/collections/all)
17:25:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:11%20GMT	http://www.coralviu.com/cdn/shop/files/Coralviu074_1.jpg?v=1707485623&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu074_1ff91.jpg	(from https://www.coralviu.com/collections/all)
17:25:11	69155/69155	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:11%20GMT	https://www.coralviu.com/cdn/shop/files/AnilloEunicellaPlata.jpg?v=1707485588&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/AnilloEunicellaPlata48c2.jpg	(from https://www.coralviu.com/collections/all)
17:25:11	31373/31373	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:13%20GMT	https://www.coralviu.com/cdn/shop/files/Coralviu074_1.jpg?v=1707485623&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu074_1ff91.jpg	(from https://www.coralviu.com/collections/all)
17:25:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:14%20GMT	http://www.coralviu.com/cdn/shop/files/CORALVIU-6352WEB_11zon.webp?v=1707834803&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6352WEB_11zon4515.webp	(from https://www.coralviu.com/collections/all)
17:25:13	249892/249892	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:55604e01516f14fb3aa27505a4905575%22	https://www.coralviu.com/products/anillo-eunicella-plata-con-diamante-negro	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/anillo-eunicella-plata-con-diamante-negro.html	(from https://www.coralviu.com/collections/all)
17:25:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:15%20GMT	http://www.coralviu.com/cdn/shop/files/coralviu-77_11zon.webp?v=1707834778&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu-77_11zon3355.webp	(from https://www.coralviu.com/collections/all)
17:25:15	67240/67240	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:15%20GMT	https://www.coralviu.com/cdn/shop/files/CORALVIU-6352WEB_11zon.webp?v=1707834803&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6352WEB_11zon4515.jpg	(from https://www.coralviu.com/collections/all)
17:25:15	34988/34988	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:17%20GMT	https://www.coralviu.com/cdn/shop/files/coralviu-77_11zon.webp?v=1707834778&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu-77_11zon3355.jpg	(from https://www.coralviu.com/collections/all)
17:25:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:18%20GMT	http://www.coralviu.com/cdn/shop/files/CORALVIU-6413WEB_11zon.webp?v=1707835181&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6413WEB_11zon46c3.webp	(from https://www.coralviu.com/collections/all)
17:25:17	268585/268585	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:d2fb5edc4156c6f84db747b2e74495f0%22	https://www.coralviu.com/products/anillo-grande-coralina-banado-en-oro	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/anillo-grande-coralina-banado-en-oro.html	(from https://www.coralviu.com/collections/all)
17:25:19	33276/33276	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:19%20GMT	https://www.coralviu.com/cdn/shop/files/CORALVIU-6413WEB_11zon.webp?v=1707835181&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6413WEB_11zon46c3.jpg	(from https://www.coralviu.com/collections/all)
17:25:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:19%20GMT	http://www.coralviu.com/cdn/shop/files/coralviu-59_11zon.webp?v=1707835181&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu-59_11zon46c3.webp	(from https://www.coralviu.com/collections/all)
17:25:20	39503/39503	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:21%20GMT	https://www.coralviu.com/cdn/shop/files/coralviu-59_11zon.webp?v=1707835181&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu-59_11zon46c3.jpg	(from https://www.coralviu.com/collections/all)
17:25:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:22%20GMT	http://www.coralviu.com/cdn/shop/files/Prod12008.webp?v=1710168545&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Prod12008e7eb.webp	(from https://www.coralviu.com/collections/all)
17:25:21	267846/267846	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:1bd9806d5fdcfc473ca4193cad1a343e%22	https://www.coralviu.com/products/anillo-grande-coralina-plata	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/anillo-grande-coralina-plata.html	(from https://www.coralviu.com/collections/all)
17:25:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:24%20GMT	http://www.coralviu.com/cdn/shop/files/Coralviu165.webp?v=1710168545&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu165e7eb.webp	(from https://www.coralviu.com/collections/all)
17:25:23	105584/105584	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:23%20GMT	https://www.coralviu.com/cdn/shop/files/Prod12008.webp?v=1710168545&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Prod12008e7eb.jpg	(from https://www.coralviu.com/collections/all)
17:25:24	34216/34216	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:25%20GMT	https://www.coralviu.com/cdn/shop/files/Coralviu165.webp?v=1710168545&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu165e7eb.jpg	(from https://www.coralviu.com/collections/all)
17:25:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:26%20GMT	http://www.coralviu.com/cdn/shop/files/Prod4002_2.webp?v=1707748812&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Prod4002_2f53c.webp	(from https://www.coralviu.com/collections/all)
17:25:25	256399/256399	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:6bf00155db1d94f2025850543e527ccb%22	https://www.coralviu.com/products/anillo-petalo-banado-en-oro	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/anillo-petalo-banado-en-oro.html	(from https://www.coralviu.com/collections/all)
17:25:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:27%20GMT	http://www.coralviu.com/cdn/shop/files/Coralviu036.webp?v=1707749077&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu0360ba8.webp	(from https://www.coralviu.com/collections/all)
17:25:27	59978/59978	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:27%20GMT	https://www.coralviu.com/cdn/shop/files/Prod4002_2.webp?v=1707748812&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Prod4002_2f53c.jpg	(from https://www.coralviu.com/collections/all)
17:25:28	43613/43613	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2015:25:30%20GMT	https://www.coralviu.com/cdn/shop/files/Coralviu036.webp?v=1707749077&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu0360ba8.jpg	(from https://www.coralviu.com/collections/all)
17:25:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:30%20GMT	http://www.coralviu.com/cdn/shop/files/CORALVIU-6256WEB_11zon.webp?v=1707837436&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6256WEB_11zon504a.webp	(from https://www.coralviu.com/collections/all)
17:25:29	264264/264264	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:f8d0268c3ffe461fb669282c7010f68c%22	https://www.coralviu.com/products/anillo-petalo-plata	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/anillo-petalo-plata.html	(from https://www.coralviu.com/collections/all)
17:25:29	55080/55080	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Jul%202024%2015:31:30%20GMT	https://www.coralviu.com/cdn/shop/files/CORALVIU-6256WEB_11zon.webp?v=1707837436&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6256WEB_11zon504a.jpg	(from https://www.coralviu.com/collections/all)
17:25:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:32%20GMT	http://www.coralviu.com/cdn/shop/files/coralviu2-2_11zon.webp?v=1707837483&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu2-2_11zonecf9.webp	(from https://www.coralviu.com/collections/all)
17:25:31	34900/34900	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2014:07:21%20GMT	https://www.coralviu.com/cdn/shop/files/coralviu2-2_11zon.webp?v=1707837483&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu2-2_11zonecf9.jpg	(from https://www.coralviu.com/collections/all)
17:25:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:34%20GMT	http://www.coralviu.com/cdn/shop/files/CORALVIU-6423WEB_11zon.webp?v=1707837779&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6423WEB_11zonceb6.webp	(from https://www.coralviu.com/collections/all)
17:25:32	263078/263078	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:6c6689debb8a5039e0a7917b952f195c%22	https://www.coralviu.com/products/aro-pequeno-coralina-banado-en-oro	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/aro-pequeno-coralina-banado-en-oro.html	(from https://www.coralviu.com/collections/all)
17:25:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:34%20GMT	http://www.coralviu.com/cdn/shop/files/coralviu2-6_11zon.webp?v=1707837779&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu2-6_11zonceb6.webp	(from https://www.coralviu.com/collections/all)
17:25:33	91907/91907	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Jul%202024%2014:07:21%20GMT	https://www.coralviu.com/cdn/shop/files/CORALVIU-6423WEB_11zon.webp?v=1707837779&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/CORALVIU-6423WEB_11zonceb6.jpg	(from https://www.coralviu.com/collections/all)
17:25:33	35507/35507	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jul%202024%2020:27:00%20GMT	https://www.coralviu.com/cdn/shop/files/coralviu2-6_11zon.webp?v=1707837779&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/coralviu2-6_11zonceb6.jpg	(from https://www.coralviu.com/collections/all)
17:25:35	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:35%20GMT	http://www.coralviu.com/cdn/shop/files/Prod13001.webp?v=1707742930&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Prod13001078e.webp	(from https://www.coralviu.com/collections/all)
17:25:35	261008/261008	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:66c9227c6f30479ed8182629d3fc28da%22	https://www.coralviu.com/products/aro-pequeno-coralina-plata	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/products/aro-pequeno-coralina-plata.html	(from https://www.coralviu.com/collections/all)
17:25:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202024%2015:25:37%20GMT	http://www.coralviu.com/cdn/shop/files/Coralviu196.webp?v=1707743037&width=533	C:/Mis%20lugares%20Web/Coral%20Viu/www.coralviu.com/cdn/shop/files/Coralviu196e1c2.webp	(from https://www.coralviu.com/collections/all)
